dependent,married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dataset
No,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Autopay,52.0,89.45,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Autopay,48.0,105.25,Competitor
Yes,Yes,Male,No,Two year,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Autopay,70.0,59.5,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,20.0,70.55,Competitor
No,No,Female,No,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,50.0,82.5,Competitor
No,No,Female,Yes,One year,DSL,No,No,No,No,No,No,Yes,Yes,Yes,Autopay,19.0,44.85,Competitor
Yes,Yes,Male,No,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Autopay,25.0,61.6,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,12.0,49.05,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,39.0,105.65,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Check,7.0,74.65,Competitor
Yes,Yes,Female,No,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Check,23.0,66.25,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,eCheck,27.0,19.4,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Autopay,47.0,86.05,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,26.0,19.15,Competitor
No,Yes,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Autopay,14.0,64.7,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,11.0,104.05,Competitor
Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,2.0,19.25,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,No,eCheck,26.0,81.95,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,114.65,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,63.0,20.0,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,71.0,19.8,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Autopay,11.0,65.15,Competitor
No,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,14.0,19.65,Competitor
Yes,No,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,13.0,88.95,Competitor
Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,6.0,20.2,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,11.0,75.2,Competitor
No,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Autopay,18.0,56.8,Competitor
No,No,Male,Yes,Month-to-month,DSL,No,No,No,No,No,No,No,Yes,Yes,eCheck,1.0,35.55,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Autopay,32.0,75.5,Competitor
No,No,Male,No,One year,DSL,No,No,Yes,No,No,Yes,No,No,No,Check,29.0,35.6,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,3.0,60.25,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,2.0,95.15,Competitor
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Check,13.0,96.65,Competitor
No,No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,Yes,Yes,eCheck,41.0,40.35,Competitor
No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,eCheck,1.0,18.85,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Check,7.0,54.85,Competitor
No,Yes,Female,No,One year,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Check,52.0,64.3,Competitor
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,45.0,24.65,Competitor
No,Yes,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Autopay,70.0,76.1,Competitor
No,No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,53.0,18.7,Competitor
No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,62.0,97.95,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Autopay,60.0,94.1,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,3.0,80.4,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,eCheck,23.0,95.1,Competitor
Yes,No,Male,Yes,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,Yes,Check,1.0,31.35,Competitor
No,No,Female,No,One year,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Autopay,67.0,72.35,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,12.0,89.75,Competitor
No,Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Autopay,71.0,82.7,Competitor
No,No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,25.0,19.9,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,eCheck,5.0,53.8,Competitor
No,No,Male,No,One year,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,26.0,51.55,Competitor
Yes,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,19.65,Competitor
No,No,Male,No,One year,DSL,No,No,No,Yes,Yes,No,Yes,No,Yes,Autopay,70.0,44.05,Competitor
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,72.0,114.0,Competitor
No,Yes,Male,Yes,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,60.0,94.4,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,32.0,100.4,Competitor
No,No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,19.85,Competitor
No,No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Check,14.0,54.25,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Autopay,13.0,80.0,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,6.0,109.9,Competitor
No,No,Female,No,Two year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Check,46.0,79.2,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,15.0,101.35,Competitor
No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,eCheck,43.0,94.3,Competitor
No,No,Male,No,Two year,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Autopay,39.0,49.8,Competitor
No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,21.0,60.05,Competitor
No,No,Male,No,Month-to-month,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,57.0,53.75,Competitor
No,Yes,Female,No,One year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,eCheck,53.0,93.45,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Check,18.0,87.9,Competitor
No,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,1.0,60.15,Competitor
No,Yes,Female,No,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Autopay,58.0,61.05,Competitor
No,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Autopay,71.0,104.05,Competitor
No,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,35.0,99.25,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Autopay,3.0,85.7,Competitor
No,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,38.0,104.85,Competitor
Yes,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,35.0,69.15,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,eCheck,7.0,90.45,Competitor
No,No,Female,No,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Check,47.0,74.45,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,No,eCheck,14.0,50.45,Competitor
No,Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,eCheck,20.0,60.0,Competitor
No,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,eCheck,66.0,85.25,Competitor
No,Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,15.0,19.45,Competitor
No,No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,42.0,20.75,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,eCheck,17.0,78.9,Competitor
No,No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,37.0,104.5,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,12.0,49.4,Competitor
No,Yes,Male,Yes,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Autopay,53.0,94.25,Competitor
No,No,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Check,60.0,25.0,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,No,No,No,No,No,No,No,No,No,Autopay,18.0,25.55,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,1.0,74.9,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,3.0,70.15,Competitor
Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Autopay,9.0,69.4,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,1.0,80.25,Competitor
No,Yes,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,eCheck,56.0,93.15,Competitor
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,17.0,69.0,Competitor
Yes,Yes,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,11.0,66.35,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,7.0,69.55,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,69.0,20.2,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,19.0,86.0,Competitor
Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,3.0,80.3,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,54.0,20.4,Competitor
No,Yes,Male,No,One year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,62.0,23.75,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,24.0,90.55,Competitor
Yes,Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,62.0,70.45,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Autopay,17.0,65.75,Competitor
No,No,Male,No,Month-to-month,DSL,No,No,No,No,No,No,No,No,Yes,Check,9.0,24.6,Competitor
Yes,Yes,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Check,64.0,69.25,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,2.0,75.9,Competitor
Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,45.85,Competitor
No,Yes,Female,Yes,Month-to-month,DSL,No,No,No,No,No,Yes,Yes,Yes,Yes,eCheck,16.0,49.95,Competitor
No,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,72.0,24.65,Competitor
No,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Autopay,30.0,90.4,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Check,49.0,100.85,Competitor
No,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Autopay,61.0,75.35,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,eCheck,47.0,87.2,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Autopay,20.0,64.4,Competitor
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,eCheck,34.0,78.3,Competitor
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,70.0,24.7,Competitor
Yes,No,Male,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,eCheck,54.0,105.85,Competitor
No,Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Check,61.0,98.3,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,3.0,76.95,Competitor
No,No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,13.0,19.45,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,16.0,96.15,Competitor
Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Autopay,3.0,58.7,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,25.0,20.15,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Check,30.0,64.5,Competitor
No,Yes,Female,No,Month-to-month,DSL,No,No,Yes,No,No,No,No,No,No,eCheck,21.0,28.5,Competitor
No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,eCheck,1.0,45.3,Competitor
No,No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,15.0,19.4,Competitor
No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,23.0,90.45,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,45.0,105.15,Competitor
Yes,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Autopay,24.0,83.15,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,eCheck,11.0,90.15,Competitor
No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Check,1.0,45.05,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Autopay,56.0,103.2,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,eCheck,1.0,75.8,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,eCheck,1.0,19.45,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,7.0,79.3,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Autopay,55.0,88.8,Competitor
No,No,Female,Yes,Month-to-month,DSL,No,No,No,No,No,Yes,No,No,Yes,eCheck,2.0,30.9,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,85.9,Competitor
No,No,Female,No,One year,DSL,No,No,No,No,No,No,No,Yes,No,eCheck,45.0,34.2,Competitor
No,No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,47.0,20.15,Competitor
No,No,Female,Yes,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Autopay,46.0,95.25,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Check,2.0,50.3,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,eCheck,2.0,80.15,Competitor
No,Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,12.0,51.25,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Autopay,68.0,89.6,Competitor
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Autopay,69.0,95.2,Competitor
Yes,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Autopay,56.0,94.8,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,eCheck,4.0,80.25,Competitor
No,Yes,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Autopay,64.0,76.1,Competitor
No,Yes,Male,Yes,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,59.0,110.15,Competitor
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,62.0,115.55,Competitor
Yes,Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,63.0,24.65,Competitor
No,No,Female,No,One year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,eCheck,53.0,53.6,Competitor
Yes,Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,5.0,19.45,Competitor
No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,eCheck,49.0,88.2,Competitor
Yes,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Autopay,62.0,101.15,Competitor
No,Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Check,55.0,56.8,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,eCheck,71.0,99.4,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,72.0,20.1,Competitor
Yes,Yes,Male,No,One year,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Autopay,36.0,60.7,Competitor
No,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,25.0,20.95,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,114.85,Competitor
No,No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,36.0,19.25,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Check,1.0,62.8,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,72.0,105.5,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,59.0,19.85,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,7.0,89.5,Competitor
No,No,Female,No,One year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Autopay,1.0,74.1,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,30.0,107.5,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,64.0,19.55,Competitor
No,No,Male,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Autopay,63.0,68.8,Competitor
No,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,72.0,84.45,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,eCheck,8.0,75.0,Competitor
No,No,Female,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Autopay,62.0,84.5,Competitor
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,67.0,111.2,Competitor
No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,eCheck,6.0,44.75,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Autopay,70.0,80.6,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Autopay,20.0,80.7,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,eCheck,5.0,75.6,Competitor
Yes,Yes,Female,No,One year,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,No,eCheck,24.0,57.6,Competitor
No,Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,eCheck,11.0,44.05,Competitor
No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,110.6,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Autopay,66.0,58.2,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Check,45.0,81.0,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,69.0,19.7,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,15.0,85.6,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,28.0,59.55,Competitor
No,No,Female,Yes,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,70.0,115.55,Competitor
No,No,Female,No,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Check,36.0,75.55,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,16.0,86.6,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,18.0,85.2,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,34.0,97.65,Competitor
Yes,Yes,Male,No,One year,DSL,No,No,No,Yes,Yes,No,No,Yes,Yes,Autopay,42.0,45.1,Competitor
No,No,Male,No,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Autopay,48.0,70.95,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,47.0,109.55,Competitor
Yes,Yes,Female,Yes,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,eCheck,39.0,89.55,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,11.0,20.9,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,7.0,19.95,Competitor
No,No,Female,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,No,Check,3.0,24.6,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,eCheck,8.0,66.7,Competitor
Yes,No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,19.45,Competitor
Yes,Yes,Male,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Check,32.0,94.8,Competitor
Yes,Yes,Male,No,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,60.0,65.85,Competitor
No,Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,10.0,19.95,Competitor
No,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,71.0,24.65,Competitor
Yes,Yes,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,4.0,20.35,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,69.25,Competitor
Yes,Yes,Female,No,One year,DSL,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Autopay,43.0,51.25,Competitor
No,Yes,Male,Yes,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Autopay,59.0,99.5,Competitor
