,children,age,online_security,monthly_charge,bandwidth_gb_year
7664,2,59,0,129.9621,4585.928895
5929,4,71,0,92.45514,5449.342554
2953,2,25,1,197.4876,1380.469032
3637,3,60,0,179.9476,1143.379552
3906,2,33,0,157.4836,1062.367672
4778,4,47,0,149.9621,1885.551581
5845,1,50,0,139.983,5475.340643
9698,3,36,1,129.9763,4179.651284
4117,8,25,0,202.4433,1674.101146
7030,1,28,1,129.9598,6659.018754
1137,1,60,0,137.483594,995.1098617
2767,1,52,0,172.4579,1204.289565
2334,1,55,1,154.9919,1475.953048
7706,8,32,0,114.9658,6222.228467
942,4,46,0,139.934918,1965.419062
7662,4,47,1,197.4876,6035.036634
2490,4,29,0,200.1652,1131.789188
9679,4,72,0,124.9607,5243.262555
6290,0,78,1,229.9931,5444.798489
4935,1,65,1,160.0013,1536.961227
3935,0,26,0,202.4433,1080.752449
6956,4,22,0,149.9776,3836.081698
2384,2,72,0,139.9349,1813.71251
115,0,56,1,162.452604,2253.85247
1863,3,21,0,147.471303,1034.69512
9976,0,28,1,265.1283,6303.172568
3119,2,44,1,225.1457,2083.35956
4258,2,32,1,115.0021,1945.332394
6705,4,40,1,174.9755,6023.851747
902,3,77,0,104.962874,1490.383762
2819,2,28,0,220.1615,1829.634417
3822,2,73,0,117.4392,2316.736557
8161,1,74,0,149.9776,5616.608151
6890,1,33,0,192.4567,5916.34346
9090,2,33,1,177.4945,6123.254522
4699,0,30,1,222.65,2020.604314
8918,2,24,1,114.9728,4462.614161
3802,1,41,0,169.9447,1439.393149
6068,4,18,0,172.4579,5685.67988
5810,1,26,0,182.447,5247.01062
3536,0,19,1,184.9785,899.1324428
3825,1,69,0,124.9607,1394.391376
8642,0,42,0,220.1323,5417.413606
8608,0,88,0,147.4893,5654.807301
4810,0,57,0,104.9643,795.7564584
1946,3,81,0,124.97808,390.381346
8600,3,45,0,162.4608,6683.352536
7136,3,22,0,175.1331,6510.690917
5335,1,40,0,169.9378,5050.910171
3488,0,58,0,159.9476,907.3050831
1610,0,29,0,172.456745,901.8793581
7461,6,74,1,257.6513,6047.986921
8473,1,61,0,220.1615,5026.753166
4677,10,34,1,235.1591,1396.329395
4959,1,30,0,127.4887,1961.987049
5867,2,60,0,210.1051,6417.345402
8763,3,45,0,204.9634,3735.933485
4761,0,22,1,184.9785,1053.952202
2194,0,81,0,162.4538,805.2602253
8003,3,41,1,209.9931,6286.671937
5701,0,58,1,265.1283,6503.161137
5113,1,50,0,192.4404,4721.018056
557,1,54,0,169.937833,382.5347203
8065,0,63,1,200.1465,4899.562179
5139,0,63,1,242.6326,5425.51161
1207,4,83,0,137.469817,1577.015173
7033,0,59,1,137.4686,5717.831853
7309,3,57,0,207.6094,5837.413915
1510,3,31,1,175.02109,2138.939088
6769,3,38,0,235.1372,4698.517933
3829,1,86,0,127.4738,2342.458997
3732,5,84,0,159.983,2265.62602
7957,2,85,0,137.4616,4749.988334
3211,4,42,1,144.9889,1399.307542
3630,0,44,1,139.9875,1282.568064
1708,3,45,0,159.947583,2122.146303
1845,3,27,0,187.656013,2171.802329
266,0,24,0,287.642733,1779.309609
5985,2,28,1,222.6654,4677.936927
1140,8,56,1,167.484705,1363.377334
3162,3,87,1,107.4806,406.0999161
6207,2,57,0,207.6094,4769.420216
2046,0,54,1,174.9755,2077.919709
3730,0,24,1,174.9744,1268.042248
1909,1,53,0,144.960655,2167.068284
7307,6,31,0,275.1198,5755.570849
2660,3,41,0,147.4421,707.2606071
656,4,82,0,184.963371,1075.001724
6660,1,35,0,114.9509,5259.782716
1307,4,41,1,137.468591,409.5740796
9429,4,79,1,217.484,6080.672336
998,7,65,0,149.948316,767.8506996
7432,2,36,0,114.9976,4070.801017
2834,2,87,1,184.9853,1418.813901
9178,8,38,0,129.9483,4944.584376
5880,4,89,1,137.4686,6125.821735
1237,1,64,0,184.949594,2536.687205
2151,1,51,0,124.9781,685.3879681
7919,1,81,0,134.9509,4805.808191
9695,3,35,0,230.1051,4024.612201
7189,1,59,0,159.9349,3858.410287
8303,2,25,1,210.1563,6135.261321
6578,1,39,1,172.4624,5778.552531
5091,3,66,0,137.4684,5532.302162
2186,4,19,0,194.9525,2484.205678
1134,5,41,0,147.456419,2287.741972
5004,3,79,0,179.9656,4940.355869
7974,0,59,0,192.4404,4200.226885
1303,1,29,1,164.988941,2576.783187
8468,2,77,0,152.4441,5861.982807
1627,2,43,1,82.496547,631.4316327
9281,0,46,0,172.4404,6645.186507
1522,4,40,0,162.467607,1138.251038
9810,0,58,0,182.4538,4762.326261
358,10,68,0,172.456745,1179.782483
138,4,75,1,255.155493,1925.911722
299,2,68,0,220.132293,1165.564309
1556,3,75,0,172.487091,1380.893387
5099,3,84,1,162.497,6197.152457
382,0,18,1,245.145743,2188.672399
8312,0,73,1,210.127,4809.347606
6948,2,82,0,142.4713,5994.514316
4857,1,21,1,207.4811,1062.404345
3180,2,86,0,172.4871,1170.521193
1439,0,75,0,124.964303,383.5428131
7269,3,85,1,162.4982,6147.295218
5673,3,88,1,162.497,6174.276271
946,0,43,0,117.472036,823.39436
2390,2,37,0,179.9656,490.2102038
5498,4,78,0,220.1185,6283.625527
7073,3,83,0,104.9629,4461.641644
9230,3,49,1,235.1884,4951.211643
2721,0,82,0,124.9643,868.8224639
1932,2,51,0,182.467607,1282.45127
7423,1,63,0,149.9378,5060.874121
3236,1,86,1,152.466,655.4429632
3140,0,18,1,127.4783,1024.393039
4163,3,23,0,114.9509,1628.925715
8888,4,64,1,187.4673,6364.433854
3807,0,83,0,102.4746,813.1772502
9479,0,81,0,149.9483,5163.277727
6983,1,60,0,220.1185,3479.074804
8904,3,89,1,94.97283,6359.030108
9722,3,64,0,169.9378,5304.081927
4154,1,34,0,182.4676,758.5059535
4172,3,36,1,104.9923,2334.936502
796,2,40,0,220.114868,1211.247766
2416,0,23,0,127.4887,878.7758477
7170,1,29,0,159.9656,5910.056992
6139,0,71,0,152.4579,6580.770491
785,0,45,1,129.99153,1523.63262
7067,1,18,0,197.4725,6389.433314
3158,8,35,1,190.127,1621.897996
123,3,35,0,187.656013,1347.869205
9457,1,49,1,152.509,6081.602554
9246,6,64,0,147.4713,4610.018066
2172,0,53,1,197.484,1173.915894
2169,1,86,0,162.447,883.6816755
6880,1,70,0,157.4836,5098.702474
4009,1,52,1,149.9778,458.7691639
9296,1,36,1,115.0021,3789.797735
4340,9,43,0,149.9621,1390.888939
910,2,87,1,162.500692,984.2036034
6268,2,76,0,139.9512,4888.502724
7771,3,40,0,162.4713,6304.569466
2309,1,82,0,179.9476,635.2980162
9658,1,75,0,207.6094,5217.771684
3634,6,19,0,152.4742,1262.175265
1257,8,86,1,120.003499,1976.347042
6591,0,83,0,207.6094,4308.793771
4458,4,40,1,225.1457,1616.617211
6133,0,67,1,182.497,5652.192603
1178,2,85,0,275.119794,1124.637958
4652,3,29,0,79.97886,1069.807995
6218,3,31,0,137.4684,4187.61619
3650,1,69,0,152.4579,1814.711402
442,1,29,0,182.467607,544.12326
3415,0,55,0,230.1344,860.7975297
1399,0,84,1,184.985293,627.3962656
1457,1,73,1,162.498151,1825.848805
7524,2,72,0,149.9378,5354.221755
5744,6,72,0,112.4844,5460.550342
1054,0,30,0,92.488023,551.6881554
8998,0,38,0,137.4698,6396.071626
3275,6,62,0,192.4705,602.3082109
1463,4,27,0,129.948316,1142.173902
3699,3,30,0,172.4871,1945.615058
3759,1,63,0,127.4738,783.7920101
929,0,18,1,152.510442,970.4333183
5511,6,60,0,184.967,5663.31815
6468,2,81,0,197.6288,5495.323342
8412,1,85,0,137.4836,5738.897418
1829,1,59,0,220.132293,955.0519598
2928,1,77,0,194.9663,860.4509841
8295,6,26,0,174.9768,5514.354742
6538,3,83,0,192.4404,6003.545722
4221,6,21,1,95.00571,645.1788133
3546,4,55,1,139.9568,841.9569184
5598,4,79,0,147.4421,3788.951502
8937,1,49,0,184.9797,5741.788806
7318,1,73,0,167.4564,5799.124998
8350,1,43,0,92.48802,3788.13967
2011,1,79,1,130.0064,1903.284724
913,0,48,1,257.63748,1880.78289
8248,1,53,0,220.1615,5780.016925
7265,2,19,0,210.1518,5709.290774
3219,2,28,0,179.9656,557.9519675
2606,0,42,0,252.6378,1362.782508
3264,2,69,1,267.6647,1736.70174
4928,3,60,1,222.6654,2100.528824
8661,3,68,0,182.4608,4271.125651
6564,1,73,1,107.4806,4633.252261
8129,1,24,0,149.9621,6282.728539
6,0,79,0,200.118516,1907.242972
2980,9,38,0,182.4676,885.4473166
6583,2,78,0,184.9634,5856.252247
3361,4,86,0,124.9643,771.0222493
4774,1,89,0,139.983,826.7523349
1943,1,37,1,204.961033,2463.393795
7452,1,70,0,164.967,6428.102346
5499,0,30,0,139.965,4993.628447
1635,1,42,0,200.165175,2692.885423
1141,1,53,1,267.664655,887.2448499
2041,1,84,0,144.9607,783.3606694
6703,5,52,1,202.65,6473.586614
7818,1,32,0,182.4608,4346.289268
2070,3,55,0,207.6386,1045.733553
3134,0,37,0,245.147,1839.782656
5160,7,71,0,220.1149,5168.61323
8331,1,71,0,124.9643,5804.942334
5275,1,29,0,182.4433,4367.354584
2242,0,66,1,210.127,634.6246024
1474,0,84,0,222.628057,1176.40624
8590,0,86,0,114.9509,4114.665387
1889,1,82,0,235.137219,2087.543903
3435,4,49,1,164.9647,1734.660297
7593,3,52,1,162.4653,6607.644904
7745,2,74,0,210.138,6115.858738
3705,8,41,1,142.5007,1697.166405
2021,1,45,0,172.4404,1551.718247
4020,4,57,0,172.4885,1447.593195
8830,2,35,0,255.1372,6174.944351
8443,1,19,0,192.4885,5045.584915
3500,3,26,0,127.4738,2444.542685
2658,6,25,1,142.4827,2058.120961
8456,3,88,0,137.4872,5884.793295
6888,7,62,0,242.6281,5757.952045
1130,1,31,0,137.468388,507.6007948
5557,2,39,1,139.9568,5530.421045
7358,2,26,0,112.4551,3277.279641
1819,2,73,1,184.978458,1234.044483
7538,6,28,0,129.995,5942.9188
9386,4,78,1,217.484,5689.315894
4318,4,42,1,235.1417,2394.464952
9604,6,86,1,154.9755,6314.079222
4144,0,76,0,137.4392,646.3090606
4669,1,47,0,197.6288,1487.997515
1236,0,32,0,159.934918,1660.386663
5476,2,45,0,242.6281,5610.672962
9836,4,35,0,174.9768,4839.828588
1856,4,35,0,144.960655,1338.549194
2282,2,29,0,157.4698,1067.650921
8693,3,22,0,182.4676,6166.262519
9320,1,85,0,114.9509,6075.221267
4093,0,37,1,162.4653,1452.308983
7061,4,56,0,157.4836,5856.007779
5200,1,60,0,139.9512,4113.33849
6401,0,37,1,159.9875,4254.289639
9929,2,37,1,210.1563,5427.886371
3421,1,61,1,129.9763,862.9115483
9269,0,80,0,220.1323,4657.315652
386,4,30,0,149.944668,1718.555203
8548,2,53,0,174.9768,6387.155472
1628,1,41,1,172.462354,933.4257317
3585,0,36,1,187.4673,1420.169187
7412,0,81,0,127.4738,5782.589893
2714,2,20,1,165.0113,2047.681612
7171,5,80,0,129.995,5575.295805
8435,2,68,1,197.484,5961.810975
9321,1,41,1,257.6549,6282.975764
5659,0,22,1,127.4783,6070.299747
3189,8,22,0,255.1336,3186.79335
9968,3,66,0,200.1652,5175.601342
4305,4,77,0,187.6094,2595.464531
909,0,48,0,182.467607,927.9297296
5385,1,81,1,165.0182,5331.216027
1996,0,26,1,174.958118,2193.593711
1866,2,57,1,114.972827,959.951483
1842,6,58,0,92.455141,1653.165932
2497,5,62,1,154.9755,2007.430866
201,0,52,0,194.999168,2007.303617
7905,2,20,0,242.6281,5896.135561
7724,2,67,0,169.9928,4932.256357
5054,1,42,0,184.9634,5568.099221
5889,3,69,0,184.967,5655.455765
4006,0,52,1,132.5127,874.6357853
9901,9,72,0,222.6143,6680.274618
2702,4,68,1,149.9598,1150.114958
3449,3,75,1,129.9926,1116.324602
331,0,22,0,262.610632,1758.735654
7139,0,52,1,194.9581,6161.278314
8960,3,59,1,172.4624,6193.73618
9819,2,58,1,129.9598,6592.588984
7176,0,69,1,127.4958,5480.31735
2459,3,73,0,127.4601,1881.485804
1774,1,79,0,184.967019,1197.086571
6628,0,64,1,184.9715,5826.681585
7596,2,32,0,210.1051,6953.434775
7986,1,83,1,117.4686,6273.600277
2686,4,25,0,220.1615,1686.732783
9147,4,34,1,162.4653,6839.025934
989,0,38,0,149.948316,732.3533606
9046,5,65,0,139.9512,5467.641304
8348,2,60,1,207.4974,3878.814514
8875,1,63,1,207.4811,5351.338273
8550,0,77,0,112.4551,4224.557626
5806,0,53,1,149.9598,5761.220242
8733,0,18,1,174.9618,5474.791065
8697,4,74,0,124.9643,4626.563441
6574,0,32,0,139.9678,5295.005642
3052,1,82,0,202.4433,1540.003272
8637,1,71,1,169.9741,6129.316509
5462,2,22,1,119.9568,6655.981104
173,0,26,0,204.949594,1261.177198
4954,3,66,1,114.9728,501.6283743
4615,3,75,0,240.1149,1569.259659
3321,2,83,0,157.4698,2013.177858
7065,1,81,1,207.4974,6166.675945
6246,4,58,1,162.497,5649.03958
6745,0,76,0,159.9642,5964.869164
3372,2,86,1,255.1417,1023.75368
6048,4,33,1,140.0013,6515.441262
3311,4,51,0,265.147,1308.576837
7416,1,29,0,117.4392,6550.573563
7293,2,68,1,142.4827,4760.987806
7584,7,48,0,124.9607,5447.621158
9377,1,73,0,149.9776,5425.114173
8811,0,86,1,207.4811,4042.115496
8160,0,32,0,182.4608,5118.061873
4679,3,64,0,160.0122,1192.115613
3403,9,59,0,114.9658,944.6665184
18,3,61,0,152.490739,1833.0967
3691,0,48,0,182.447,821.6574124
8654,2,26,1,245.1283,4967.376182
4096,6,18,0,172.4742,1547.496008
3628,7,73,1,139.9861,1430.966496
8862,0,61,0,214.9663,6206.176515
2174,0,60,0,172.4733,1175.631327
1356,1,74,0,182.446995,1249.494056
5002,1,20,0,169.9671,5579.99579
7391,2,79,0,147.4738,4239.183678
6922,3,42,0,214.9663,5695.993093
5823,2,37,0,147.4421,5837.517911
9502,2,32,0,255.1372,6406.812827
5670,0,41,0,227.4754,5227.179847
3112,10,85,0,167.4564,1383.430229
182,7,23,0,139.983006,2392.203409
3642,4,44,1,120.0035,717.7031752
8857,3,33,0,139.983,5283.145343
1812,1,60,0,117.472036,995.3392925
7875,1,83,0,220.1478,6266.666067
8497,0,37,0,194.9699,4608.506607
4912,1,75,0,255.1198,1943.387485
5668,1,61,1,235.1555,4638.796434
8542,1,63,1,277.6513,4563.265438
1800,1,36,1,182.497044,1062.905651
9251,0,20,0,147.4893,5518.35161
2429,1,25,0,179.9476,2023.901526
5482,4,57,1,114.9728,5769.179556
6761,0,24,0,167.4564,5041.432965
9839,2,65,1,175.0211,5819.074546
9635,2,49,1,222.6326,5441.651124
1968,0,62,0,207.609354,738.5002845
8339,3,35,1,184.9647,5807.53439
8141,7,32,1,152.4555,5934.44869
7696,3,73,1,270.1604,4868.722454
7541,3,33,0,127.4601,5590.851555
4987,2,31,0,242.6143,1763.825951
9756,1,65,0,137.4392,4357.294542
4650,4,87,0,172.4733,624.0528147
1159,3,56,0,222.61428,1898.286119
1213,3,31,0,157.469817,554.7295152
7336,1,61,0,194.9768,5210.637512
1325,2,41,1,245.131966,1128.690355
7512,1,37,0,212.6415,5744.847584
7580,1,81,0,179.9476,5874.548599
4796,0,83,1,127.5112,636.617816
6796,4,48,0,147.4893,4986.869447
5808,2,54,0,162.4538,5641.701018
5943,1,59,1,212.6228,6746.166459
9283,4,44,1,127.4958,5163.3129
8144,3,40,0,182.49,4890.236009
1455,3,30,0,242.628057,1015.71304
5410,2,71,0,172.4742,5010.797341
7129,10,53,1,172.4624,5241.552098
8892,0,19,1,164.9853,6717.631884
4962,2,65,1,212.6228,2110.283707
2800,2,76,0,117.4392,1069.152457
1644,2,41,0,275.133571,1615.418802
2140,3,61,0,184.9496,1566.320356
4536,1,84,0,144.9607,1835.575859
4457,1,36,0,124.9643,2025.167432
8951,1,69,0,144.9607,5393.30138
5586,9,22,0,114.9838,5678.725935
4378,2,26,0,127.4887,1308.744827
729,2,66,1,222.649979,3113.451696
4357,3,50,1,127.482,2097.12893
7748,1,66,1,204.961,6197.953836
6716,0,45,1,182.4833,4484.747789
1936,2,69,0,255.119794,1585.705665
3793,3,27,0,157.4836,1818.78969
3736,4,18,0,182.4538,1700.981258
2261,2,62,1,129.9926,590.2497674
4005,0,43,1,212.6695,1890.634177
1110,2,39,1,152.479779,1996.645842
9028,0,58,1,174.9919,3866.102336
5480,1,46,0,182.4433,5296.312677
2998,2,46,0,139.983,1622.06829
2394,1,20,1,162.497,1400.182241
1185,1,84,0,220.114868,1524.945096
2007,1,43,0,235.1372,1206.875735
193,0,33,1,174.961766,1261.032763
5611,3,62,0,152.4742,4869.487736
2901,0,18,0,252.6378,1489.056859
578,8,35,0,92.455141,1193.589255
6219,3,88,1,172.4848,5593.760801
5525,4,34,0,242.6106,6473.341815
771,4,76,0,172.470522,1587.044822
7839,2,32,0,252.6378,5165.616078
2395,3,39,0,210.1051,1923.446501
1478,4,71,0,149.984492,1488.81735
1846,1,51,1,162.452604,946.1849643
9108,2,31,1,242.6326,6181.959795
4274,1,74,1,219.9902,1893.24474
3740,2,81,1,257.6513,2509.367174
4600,2,39,0,169.9671,1349.872551
8087,4,50,1,165.0182,5526.132591
8710,1,20,0,117.472,4321.775833
6676,4,58,0,137.4872,5769.653638
6375,1,46,1,142.4827,4786.931622
8124,4,32,0,187.6094,4463.792034
9538,1,35,0,159.965,4933.193936
4915,1,63,0,147.4421,645.1544646
2073,0,49,1,149.9598,967.4628508
4754,1,47,0,182.4433,2275.34376
1896,1,27,0,79.978861,1081.14434
8552,3,82,0,124.9607,4212.149496
6702,4,27,0,134.9509,5114.144656
6317,0,84,1,114.9728,5291.934219
3659,6,74,0,129.995,822.6124438
6581,1,86,1,107.4806,5359.319798
2379,0,48,0,179.9794,1939.097667
1447,4,32,0,182.490006,985.3722849
342,0,51,0,169.937833,1022.415622
5127,6,82,0,149.9621,5349.831255
3136,0,74,0,149.9845,1023.685781
2527,0,30,0,112.4551,254.7465501
727,4,44,0,129.948316,1449.202089
4577,0,21,0,172.4441,2141.091982
976,1,20,0,210.138,804.489391
8391,0,74,1,152.4555,6426.704792
5443,1,47,0,104.9643,6336.618694
9034,2,50,0,159.9805,4427.375175
3516,3,58,0,179.9656,2196.794349
7975,2,60,0,275.1336,6263.672907
9787,1,73,1,137.4978,5186.710991
3940,0,50,0,252.624,1121.796023
1299,3,19,0,147.442069,746.2481195
9764,1,71,0,137.4836,4399.170365
1348,0,56,0,162.471255,1024.582571
660,1,65,0,214.966286,961.1315871
5886,3,29,0,117.4872,6470.044027
1492,1,69,0,139.983006,1665.50808
9946,8,22,1,202.65,7158.98153
4589,1,53,0,184.967,904.3179865
8530,3,74,0,127.4586,5738.328374
5154,1,33,0,162.4713,5760.908084
2315,1,49,0,134.9509,1201.308416
9614,2,45,0,252.624,5938.712727
9577,1,46,0,169.9378,4716.874438
7024,0,45,1,257.6513,6681.250538
1085,0,75,0,202.443347,1671.835787
2524,0,47,1,255.1555,864.371328
8968,0,55,0,275.1336,5171.047626
5374,3,19,1,172.4624,5764.752948
3198,3,77,1,149.989,1604.504838
5751,2,68,0,139.983,5849.463694
4008,1,22,1,232.6228,2554.531054
5717,2,65,1,149.989,4281.425931
6657,2,37,0,134.9509,4148.530189
9357,0,67,0,124.9607,5222.447526
8790,0,72,1,155.0084,5048.669549
67,1,78,0,207.609354,1323.028419
7923,1,43,0,159.9642,5722.812198
40,3,21,0,172.457857,1310.137419
2269,4,26,1,142.4827,1652.589596
2381,1,67,1,129.9598,1253.992994
7341,1,25,1,172.4555,5734.616741
9961,0,29,0,147.4738,4730.295335
4916,1,68,1,172.4555,1006.466252
5322,0,62,1,277.6375,4317.109974
5773,0,82,1,114.9728,4895.745165
6232,0,55,1,147.4783,5683.351672
6963,0,27,0,139.965,6545.565039
3447,1,41,0,192.4404,2037.426425
6816,0,61,1,247.6647,5988.65378
2367,4,40,1,235.1591,1542.3033
7981,0,75,1,107.482,4616.664022
8166,2,53,0,147.4601,4832.149028
2512,1,27,0,164.967,1700.500703
9619,1,36,0,139.9678,5731.573712
2723,4,30,0,159.965,1245.735579
5948,4,77,0,149.9845,6101.954062
9185,1,32,0,169.9378,5056.498128
9004,1,82,0,187.6422,6236.37892
1143,3,74,1,169.974105,584.4226607
9736,2,77,0,192.4705,5251.895843
7222,3,85,1,235.1591,6260.501439
8292,3,19,1,117.4835,6160.553033
9220,4,66,0,220.1323,4203.265113
4728,1,44,0,182.447,875.6471402
5494,3,62,1,210.1563,5854.565694
5755,2,33,1,137.4686,5269.998748
7562,1,36,1,190.127,4499.020965
3789,2,19,0,200.1652,914.9491958
2220,2,29,1,149.9778,634.9659165
5075,1,57,1,149.9741,6015.602918
2331,0,46,1,204.961,1158.223413
5394,3,51,0,200.1185,6747.936863
7439,2,69,0,220.1615,4962.835767
8067,0,22,0,240.1149,6234.573082
7090,2,58,0,159.9512,3771.873422
9336,1,35,0,159.9512,3376.351709
4088,0,63,1,129.9598,1185.421568
1967,1,64,0,162.45383,1367.4247
9363,3,88,0,204.9797,4373.931443
9796,1,81,0,147.4738,4725.259403
6757,0,67,1,184.9715,4206.817797
9586,9,29,0,92.45514,6208.587013
4365,1,40,1,187.4673,1531.68836
6999,2,85,0,149.9913,5868.938643
423,0,40,0,182.460772,1614.544362
280,1,63,0,137.439154,1961.923965
1904,4,21,0,127.442069,1575.771505
595,4,38,0,134.950905,567.3663629
8579,1,66,0,137.4684,5101.031717
3917,1,56,0,194.9992,801.1054209
6142,0,62,1,267.6647,5544.854265
5661,6,53,1,172.4624,4991.819551
5778,10,39,1,172.4624,6484.787518
3618,1,56,1,149.989,413.1912075
6845,1,36,0,252.6378,5528.201163
839,3,57,0,157.483594,575.2472429
4596,0,25,0,114.9509,2327.656652
7496,8,73,1,164.9889,6036.666027
141,1,84,0,192.440432,513.237305
2597,0,44,0,139.965,3068.956506
6701,10,47,0,149.9483,3857.992654
7756,2,21,0,252.624,5848.614354
1377,4,40,1,190.159922,1887.197833
3674,2,72,0,112.4844,982.9761431
8770,10,39,0,144.9607,5667.006419
9895,0,24,1,140.0342,5702.028301
6362,3,48,1,117.4835,5311.260793
4741,0,68,1,190.127,1673.34866
3808,3,66,0,194.9525,1402.943949
1138,2,27,0,162.493654,1241.311162
2257,2,23,1,255.1555,1004.770111
7865,5,77,1,257.6513,6904.05739
1787,1,88,0,124.964303,386.8447822
3938,0,75,1,222.65,768.9098018
9316,1,73,1,222.65,6355.992915
4646,0,80,1,245.1283,2335.858768
459,0,87,0,179.965581,1021.482609
6115,0,24,0,200.1185,6060.749169
9542,3,56,0,127.4586,5420.694461
948,0,89,1,210.12704,594.5451059
3700,4,69,0,182.4433,2159.000591
1336,0,58,0,104.97808,1170.35317
6370,0,81,0,147.4421,4719.805869
4628,10,55,1,199.9902,1997.36133
6286,1,74,1,174.9755,6166.889012
5925,3,62,0,230.1051,5519.813683
5934,1,77,0,192.4567,4945.69374
6040,4,63,0,184.9797,5788.90717
441,2,48,1,127.478341,1387.016004
6659,1,40,0,275.1336,4950.568297
1602,7,45,0,197.472533,1454.360571
2238,0,44,0,159.983,2351.365618
639,1,39,0,159.965008,640.3809858
9820,0,36,0,159.9512,5447.157334
3830,0,48,0,169.9447,688.5203813
9395,0,68,1,117.4686,6025.459819
6144,3,56,0,220.1185,6016.072225
7985,4,30,0,92.5018,4044.807347
9052,3,73,0,137.5165,3928.936853
6344,0,45,1,222.6362,5313.394028
2501,0,56,1,152.5104,1610.027119
1958,1,22,0,187.609354,1971.843122
1070,3,36,1,164.985293,1156.192762
155,1,46,0,220.118516,1669.202417
2295,0,32,0,210.1051,2230.867361
9801,0,51,0,232.6378,5234.1788
4578,1,74,1,197.4876,729.7825005
1089,0,40,1,202.649979,1653.999552
6049,7,19,1,154.9618,6632.42053
6415,1,25,0,255.1198,6061.603654
2940,4,29,0,192.4705,1752.536989
723,0,64,0,104.964303,1573.289677
4384,1,87,1,187.4673,1324.19186
930,0,37,1,184.971516,806.2451255
2909,1,22,0,217.4725,1962.047024
7845,1,23,0,137.5165,6104.598627
6763,3,45,1,222.6326,6240.770429
8388,5,75,0,104.9781,5706.02232
6416,4,24,1,142.5007,6277.33482
895,0,55,0,182.476229,596.3449707
3247,1,73,0,137.4872,463.388528
2326,1,40,0,255.1198,1903.763394
7096,2,69,0,114.9509,5085.811636
9505,2,66,0,125.0073,4535.472251
7581,8,39,0,159.9512,6176.702519
9742,1,58,1,155.0084,5513.184333
5038,1,28,1,207.4974,4180.815992
6450,0,62,1,222.6326,4985.725486
4136,3,41,1,95.01949,796.4508318
9248,5,67,1,117.5152,5970.386278
1715,3,27,0,182.460772,1266.19109
1698,4,74,1,152.510442,1638.383088
9690,0,21,0,129.995,4315.294634
9549,2,78,1,172.4624,5978.105413
9971,1,30,0,137.4836,5508.347828
8224,1,84,1,184.9715,4431.737277
3831,2,53,1,197.484,1537.896278
6299,8,19,1,164.9853,6988.657427
3348,3,24,0,210.1518,1006.003672
9518,4,84,0,182.49,5998.639237
985,4,31,1,222.636202,2323.778584
1821,4,39,1,107.528648,1104.883551
4571,0,32,0,117.4858,1309.247153
587,0,58,0,114.965789,386.0863102
9757,6,21,1,265.1283,6714.393196
5077,2,22,0,242.6106,6070.361595
7782,3,48,0,179.9794,4459.144157
8323,1,76,0,192.4705,3938.300864
9522,0,71,0,275.1198,5498.125633
9967,0,87,0,210.1051,6524.465811
5483,2,75,1,232.6228,4726.095224
7746,1,42,0,230.1051,6349.139653
9280,1,57,0,147.4421,5712.51151
5514,4,28,1,127.525,5929.012302
9527,3,25,1,197.4945,5949.914693
8871,6,65,1,222.6326,6594.127635
5553,0,49,0,162.447,5782.142746
3557,0,35,1,127.4958,1537.706248
1395,2,55,0,242.628057,961.4921994
264,0,37,1,225.145743,2436.57146
